MusicID:7
AspectRatio:1.777778
LevelName:Ryceam To PDRO
CharterName:Ryceam To PDRO
DifficultyName:Ryceam To PDRO
-
camera:-1
event:moveZ,0,0,-10,-10,0,0,1
event:fov,0,0,60,60,0,0,1
track:-1,0,-1,新轨道
event:scaleX,0,0,1.25,1.25,0,0,1
event:lengthDown,0,0,0,0,0,0,1
event:colorDown,0,0,[0;0;0;0],[0;0;0;0],0,0,1
note:flick,Up,10636.363636363634,0,True,1
note:tap,Up,11181.818181818182,0,True,1
note:tap,Up,11454.545454545454,0,True,1
note:flick,Up,12818.181818181816,0,True,1
note:tap,Up,13363.636363636364,0,True,1
note:tap,Up,13636.363636363634,0,True,1
note:flick,Up,14999.999999999998,0,True,1
note:tap,Up,15545.454545454544,0,True,1
note:tap,Up,15818.181818181816,0,True,1
note:flick,Up,17181.81818181818,0,True,1
note:tap,Up,17727.272727272728,0,True,1
note:tap,Up,18000,0,True,1
note:tap,Up,21545.454545454544,0,True,1
note:tap,Up,21818.181818181816,0,True,1
note:tap,Up,22909.090909090908,0,True,1
note:drag,Up,23318.181818181816,0,True,1
note:drag,Up,23590.90909090909,0,True,1
note:drag,Up,23863.636363636364,0,True,1
note:drag,Up,24136.363636363632,0,True,1
note:flick,Up,30818.181818181816,0,True,1
note:tap,Up,31909.090909090908,0,True,1
note:tap,Up,32181.81818181818,0,True,1
note:tap,Up,33000,0,True,1
note:tap,Up,33272.72727272727,0,True,1
note:tap,Up,33545.45454545454,0,True,1
note:tap,Up,33681.81818181818,0,True,1
note:tap,Up,34090.90909090909,0,True,1
note:tap,Up,34363.63636363636,0,True,1
note:tap,Up,34636.36363636363,0,True,1
note:tap,Up,34909.090909090904,0,True,1
note:tap,Up,35045.45454545454,0,True,1
note:tap,Up,35181.81818181818,0,True,1
note:tap,Up,37227.27272727273,0,True,1
note:tap,Up,37363.63636363636,0,True,1
note:tap,Up,38045.45454545454,0,True,1
note:tap,Up,38318.181818181816,0,True,1
